CNNAM,FNFNUM,CNID,USERID,CREATED,MODIFIED
"Camelia (Fr., Port.)","2371","CAMELIAFRPORT","DUKE","29-APR-01",""
"Kamelie (Ger.)","2371","KAMELIEGER","DUKE","29-APR-01",""
"Tsubaki (Jap.)","2371","TSUBAKIJAP","DUKE","29-APR-01",""
"Camelia (Sp.)","2371","CAMELIASP","DUKE","29-APR-01",""
"Japanese Tea","2371","JAPANESETEA","DUKE","29-APR-01",""
"Grapevine","1068","GRAPEVINE","DUKE","01-MAY-01",""
"Vigne Vinifere (Fr.)","1068","VIGNEVINIFEREFR","DUKE","01-MAY-01",""
"Weinrebe (Ger.)","1068","WEINREBEGER","DUKE","01-MAY-01",""
"Parra (Sp.)","1068","PARRASP","DUKE","01-MAY-01",""
"Vid (Sp.)","1068","VIDSP","DUKE","01-MAY-01",""
"Luckynut","1335","LUCKYNUT","DUKE","03-MAY-01",""
"Yellow Oleander","1335","YELLOWOLEANDER","DUKE","03-MAY-01",""
"Oleandre Jaune (Fr.)","1335","OLEANDREJAUNEFR","DUKE","03-MAY-01",""
"Thevetie (Ger.)","1335","THEVETIEGER","DUKE","03-MAY-01",""
"Loandro-Amarelo (Port.)","1335","LOANDROAMARELOPORT","DUKE","03-MAY-01",""
"Adelfa Amarilla (Sp.)","1335","ADELFAAMARILLASP","DUKE","03-MAY-01",""
"Cabalonga (Sp.)","1335","CABALONGASP","DUKE","03-MAY-01",""
"Chirca (Sp.)","1335","CHIRCASP","DUKE","03-MAY-01",""
"Grenadier (Fr.)","807","GRENADIERFR","DUKE","02-JUL-01",""
"Granatapfelbaum (Ger.)","807","GRANATAPFELBAUMGER","DUKE","02-JUL-01",""
"Granatapfelstrauch (Ger.)","807","GRANATAPFELSTRAUCHGER","DUKE","02-JUL-01",""
"Zakuro (Jap.)","807","ZAKUROJAP","DUKE","02-JUL-01",""
"Romanzeiro (Port.)","807","ROMANZEIROPORT","DUKE","02-JUL-01",""
"Granado (Sp.)","807","GRANADOSP","DUKE","02-JUL-01",""
"Mangrano (Sp.)","807","MANGRANOSP","DUKE","02-JUL-01",""
"Du Zhong","402","DUZHONG","DUKE","07-JUL-01",""
"Gutta-Percha Tree","402","GUTTAPERCHATREE","DUKE","07-JUL-01",""
"American Beauty Berry","2372","AMERICANBEAUTYBERRY","DUKE","07-JUL-01",""
"Beauty Berry","2372","BEAUTYBERRY","DUKE","07-JUL-01",""
"French Mulberry","2372","FRENCHMULBERRY","DUKE","07-JUL-01",""
"Chrysanthemum","1148","CHRYSANTHEMUM","DUKE","08-JUL-01",""
"Florist's Chrysanthemum","1148","FLORISTSCHRYSANTHEMUM","DUKE","08-JUL-01",""
"Mum","1148","MUM","DUKE","08-JUL-01",""
"Ju Hua (Pinyin)","1148","JUHUAPINYIN","DUKE","08-JUL-01",""
"Zhi Zi","431","ZHIZI","DUKE","10-JUL-01",""
"Jasmin","431","JASMIN","DUKE","10-JUL-01",""
"Cape Jasmine","431","CAPEJASMINE","DUKE","10-JUL-01",""
"Ci wu jia (Pinyin)","378","CIWUJIAPINYIN","DUKE","12-JUL-01",""
"Blackberry Lily","153","BLACKBERRYLILY","DUKE","16-JUL-01",""
"Shenan","153","SHENAN","DUKE","16-JUL-01",""
"Iris Tigre (Fr.)","153","IRISTIGREFR","DUKE","16-JUL-01",""
"Leopardenblume (Ger.)","153","LEOPARDENBLUMEGER","DUKE","16-JUL-01",""
"Maravilla (Sp.)","153","MARAVILLASP","DUKE","16-JUL-01",""
"Mariposa (Sp.)","153","MARIPOSASP","DUKE","16-JUL-01",""
"Chinese Boxthorn","575","CHINESEBOXTHORN","DUKE","16-JUL-01",""
"Chinese Matrimony Vine","575","CHINESEMATRIMONYVINE","DUKE","16-JUL-01",""
"Chinese Wolfberry","575","CHINESEWOLFBERRY","DUKE","16-JUL-01",""
"Gou Qi (Chin.)","575","GOUQICHIN","DUKE","16-JUL-01",""
"Lyciet de Chine (Fr.)","575","LYCIETDECHINEFR","DUKE","16-JUL-01",""
"Chinesischer Bocksdorn (Ger.)","575","CHINESISCHERBOCKSDORNGER","DUKE","16-JUL-01",""
"Daun Koki (Indones.)","575","DAUNKOKIINDONES","DUKE","16-JUL-01",""
"Spina Santa Cinese (Ital.)","575","SPINASANTACINESEITAL","DUKE","16-JUL-01",""
"Kuko (Jap.)","575","KUKOJAP","DUKE","16-JUL-01",""
"Kaukichai (Malays.)","575","KAUKICHAIMALAYS","DUKE","16-JUL-01",""
"Barbary Matrimony Vine","2373","BARBARYMATRIMONYVINE","DUKE","16-JUL-01",""
"Ning Xia Gou Qi (Chin.)","2373","NINGXIAGOUQICHIN","DUKE","16-JUL-01",""
"Matrimony Vine","2373","MATRIMONYVINE","DUKE","16-JUL-01",""
"Common Matrimony Vine","2373","COMMONMATRIMONYVINE","DUKE","16-JUL-01",""
"Duke of Argyll's Eta Tree","2373","DUKEOFARGYLLSETATREE","DUKE","16-JUL-01",""
"Chilean Wolfberry","2374","CHILEANWOLFBERRY","DUKE","16-JUL-01",""
"Chinese Ground Orchid","161","CHINESEGROUNDORCHID","DUKE","16-JUL-01",""
"Hyacinth Bletilla","161","HYACINTHBLETILLA","DUKE","16-JUL-01",""
"Dai Chi (Chin.)","161","DAICHICHIN","DUKE","16-JUL-01",""
"Shiran (Jap.)","161","SHIRANJAP","DUKE","16-JUL-01",""
"Bletilla","161","BLETILLA","DUKE","16-JUL-01",""
"Hardy Orchid","161","HARDYORCHID","DUKE","16-JUL-01",""
"Carnation","2375","CARNATION","DUKE","17-JUL-01",""
"Clove Pink","2375","CLOVEPINK","DUKE","17-JUL-01",""
"Oeillet (Fr.)","2375","OEILLETFR","DUKE","17-JUL-01",""
"Nelke (Ger.)","2375","NELKEGER","DUKE","17-JUL-01",""
"Clavel (Sp.)","2375","CLAVELSP","DUKE","17-JUL-01",""
"Sweet William","2376","SWEETWILLIAM","DUKE","17-JUL-01",""
"Chinese Pink","2377","CHINESEPINK","DUKE","17-JUL-01",""
"Japanese Pink","2377","JAPANESEPINK","DUKE","17-JUL-01",""
"Rainbow Pink","2377","RAINBOWPINK","DUKE","17-JUL-01",""
"Sekichiku (Jap.)","2377","SEKICHIKUJAP","DUKE","17-JUL-01",""
"Rose Of Sharon","1585","ROSEOFSHARON","DUKE","17-JUL-01",""
"Shrub Althaea","1585","SHRUBALTHAEA","DUKE","17-JUL-01",""
"Hachisu (Jap.)","1585","HACHISUJAP","DUKE","17-JUL-01","17-JUL-01"
"Mukuge (Jap.)","1585","MUKUGEJAP","DUKE","17-JUL-01","17-JUL-01"
"Heavenly Bamboo","2380","HEAVENLYBAMBOO","DUKE","17-JUL-01",""
"Sacred Bamboo","2380","SACREDBAMBOO","DUKE","17-JUL-01",""
"Southern Heaven Bamboo","2380","SOUTHERNHEAVENBAMBOO","DUKE","17-JUL-01","17-JUL-01"
"Nanten (Jap.)","2380","NANTENJAP","DUKE","17-JUL-01",""
"Figuier Commun (Fr.)","417","FIGUIERCOMMUNFR","DUKE","05-AUG-01",""
"Echte Feige (Ger.)","417","ECHTEFEIGEGER","DUKE","05-AUG-01",""
"Feigenbaum (Ger.)","417","FEIGENBAUMGER","DUKE","05-AUG-01",""
"Fico (Ital.)","417","FICOITAL","DUKE","05-AUG-01",""
"Figueira (Port.)","417","FIGUEIRAPORT","DUKE","05-AUG-01",""
"Higo (Sp.)","417","HIGOSP","DUKE","05-AUG-01",""
"Higuera Comun (Sp.)","417","HIGUERACOMUNSP","DUKE","05-AUG-01",""
"Sicilian Sumac","2381","SICILIANSUMAC","DUKE","17-FEB-02",""
"Sumac","2381","SUMAC","DUKE","17-FEB-02",""
"Tanner's Sumac","2381","TANNERSSUMAC","DUKE","17-FEB-02",""
"Annual Mugwort (GRIN)","120","ANNUALMUGWORTGRIN","DUKE","25-OCT-02",""
"Annual Wormwood (GRIN)","120","ANNUALWORMWOODGRIN","DUKE","25-OCT-02",""
"Sweet Wormwood (GRIN)","120","SWEETWORMWOODGRIN","DUKE","25-OCT-02",""
"Soapberry Tree","147","SOAPBERRYTREE","DUKE","15-FEB-03",""
"dattier du desert (Fr.)","147","DATTIERDUDESERTFR","DUKE","15-FEB-03",""
"dattier sauvage (Fr.)","147","DATTIERSAUVAGEFR","DUKE","15-FEB-03",""
"heglik (Fr.)","147","HEGLIKFR","DUKE","15-FEB-03",""
"Zachunbaum (Ger.)","147","ZACHUNBAUMGER","DUKE","15-FEB-03",""
"betu (India)","147","BETUINDIA","DUKE","15-FEB-03",""
"hingotia (India)","147","HINGOTIAINDIA","DUKE","15-FEB-03",""
"lalo (India)","147","LALOINDIA","DUKE","15-FEB-03",""
"zachun (India)","147","ZACHUNINDIA","DUKE","15-FEB-03",""
"mirobalano de Egipto (Sp.)","147","MIROBALANODEEGIPTOSP","DUKE","15-FEB-03",""
"Achnef (Berber; BOU)","2382","ACHNEFBERBERBOU","DUKE","24-JAN-04","24-JAN-04"
"Garden Rocket (Eng.; USN)","2382","GARDENROCKETENGUSN","DUKE","24-JAN-04","24-JAN-04"
"Rocket Salad (Eng.; USN)","2382","ROCKETSALADENGUSN","DUKE","24-JAN-04","24-JAN-04"
"Rugula (Eng.; USN)","2382","RUGULAENGUSN","DUKE","24-JAN-04","24-JAN-04"
"Salad Rocket (Eng.; USN)","2382","SALADROCKETENGUSN","DUKE","24-JAN-04","24-JAN-04"
"Roquette (Eng.; Fr.; BOU)","2382","ROQUETTEENGFRBOU","DUKE","24-JAN-04","24-JAN-04"
"Olrauke (Ger.; USN)","2382","OLRAUKEGERUSN","DUKE","24-JAN-04","24-JAN-04"
"Ruke (Ger.; USN)","2382","RUKEGERUSN","DUKE","24-JAN-04","24-JAN-04"
"Senfrauke (Ger.; USN)","2382","SENFRAUKEGERUSN","DUKE","24-JAN-04","24-JAN-04"
"Jamba (India)","2382","JAMBAINDIA","DUKE","24-JAN-04",""
"Taramira (India; Nwp.)","2382","TARAMIRAINDIANWP","DUKE","24-JAN-04","24-JAN-04"
"Rucola (It.; Malta; Sp.)","2382","RUCOLAITMALTASP","DUKE","24-JAN-04","24-JAN-04"
"Rabano silvestre (It.; Port.;)","2382","RABANOSILVESTREITPORT","DUKE","24-JAN-04","24-JAN-04"
"Oruga comun (Sp.; USN)","2382","ORUGACOMUNSPUSN","DUKE","24-JAN-04","24-JAN-04"
"Roqueta (Sp.; USN)","2382","ROQUETASPUSN","DUKE","24-JAN-04","24-JAN-04"
"Ackerrauke (Ger.; MAD)","2382","ACKERRAUKEGERMAD","DUKE","24-JAN-04",""
"Ai'afein (Arab.; BOU)","2382","AIAFEINARABBOU","DUKE","24-JAN-04",""
"Ai'sha (Arab.; BOU)","2382","AISHAARABBOU","DUKE","24-JAN-04",""
"Aruca (Malta; KAB)","2382","ARUCAMALTAKAB","DUKE","24-JAN-04",""
"Arugula (Eng.; FAC; USN)","2382","ARUGULAENGFACUSN","DUKE","24-JAN-04",""
"Assu (Punjab; SKJ)","2382","ASSUPUNJABSKJ","DUKE","24-JAN-04",""
"Baglet (Arab.; BOU)","2382","BAGLETARABBOU","DUKE","24-JAN-04",""
"Bhutaghna (Sansk.; SKJ)","2382","BHUTAGHNASANSKSKJ","DUKE","24-JAN-04",""
"Bimbata (Sansk.; KAB)","2382","BIMBATASANSKKAB","DUKE","24-JAN-04",""
"Bou kahli (Arab.; BOU)","2382","BOUKAHLIARABBOU","DUKE","24-JAN-04",""
"Chara (Kumaon; DEP)","2382","CHARAKUMAONDEP","DUKE","24-JAN-04",""
"Daradharsha (Sansk.; KAB)","2382","DARADHARSHASANSKKAB","DUKE","24-JAN-04",""
"Djerdjir (Arab.; BOU)","2382","DJERDJIRARABBOU","DUKE","24-JAN-04",""
"Dua (Kumaon; DEP)","2382","DUAKUMAONDEP","DUKE","24-JAN-04",""
"Duan (Nwp; KAB)","2382","DUANNWPKAB","DUKE","24-JAN-04",""
"Eihukan (Iran; NAD)","2382","EIHUKANIRANNAD","DUKE","24-JAN-04",""
"Eruca (Malta; KAB)","2382","ERUCAMALTAKAB","DUKE","24-JAN-04",""
"Euzomon (Greece; EB54:155)","2382","EUZOMONGREECEEB54155","DUKE","24-JAN-04",""
"Gargir (Arab.; Hebrew; BOU)","2382","GARGIRARABHEBREWBOU","DUKE","24-JAN-04",""
"Gery (Arab.; BOU)","2382","GERYARABBOU","DUKE","24-JAN-04",""
"Grahagna (Sansk.; KAB)","2382","GRAHAGNASANSKKAB","DUKE","24-JAN-04",""
"Horf (Arab.; BOU)","2382","HORFARABBOU","DUKE","24-JAN-04",""
"Izgin (Turkey; EB54:155)","2382","IZGINTURKEYEB54155","DUKE","24-JAN-04",""
"Jambeh (Iran; DEP; KAB)","2382","JAMBEHIRANDEPKAB","DUKE","24-JAN-04",""
"Jambeho (Sind.; KAB)","2382","JAMBEHOSINDKAB","DUKE","24-JAN-04",""
"Jambho (Sind.; DEP)","2382","JAMBHOSINDDEP","DUKE","24-JAN-04",""
"Jamnia (Punjab; DEP)","2382","JAMNIAPUNJABDEP","DUKE","24-JAN-04",""
"Kadamba (Sansk.; KAB)","2382","KADAMBASANSKKAB","DUKE","24-JAN-04",""
"Kadambaka (Sansk.; KAB)","2382","KADAMBAKASANSKKAB","DUKE","24-JAN-04",""
"Kerkas (Arab.; BOU)","2382","KERKASARABBOU","DUKE","24-JAN-04",""
"Kibana suzushiro (Jap.; TAN)","2382","KIBANASUZUSHIROJAPTAN","DUKE","24-JAN-04",""
"Lalu (Nwp.; KAB)","2382","LALUNWPKAB","DUKE","24-JAN-04",""
"Lamba (India; USN)","2382","LAMBAINDIAUSN","DUKE","24-JAN-04",""
"Mandao (Afg.; DEP; KAB)","2382","MANDAOAFGDEPKAB","DUKE","24-JAN-04",""
"Mulai (Loralai; KAB)","2382","MULAILORALAIKAB","DUKE","24-JAN-04",""
"Oroth (Bible; EB52:394)","2382","OROTHBIBLEEB52394","DUKE","24-JAN-04",""
"Piao erh ts'ai (Chi.; TAN)","2382","PIAOERHTSAICHITAN","DUKE","24-JAN-04",""
"Rajakshavaka (Sansk.; KAB)","2382","RAJAKSHAVAKASANSKKAB","DUKE","24-JAN-04",""
"Rajika (Sansk.; KAB)","2382","RAJIKASANSKKAB","DUKE","24-JAN-04",""
"Rakshitaphala (Sansk.; KAB)","2382","RAKSHITAPHALASANSKKAB","DUKE","24-JAN-04",""
"Rawk (Arab.; BOU)","2382","RAWKARABBOU","DUKE","24-JAN-04",""
"Rocket (Eng.; BOU)","2382","ROCKETENGBOU","DUKE","24-JAN-04",""
"Roquette cultivee (Fr.; KAB)","2382","ROQUETTECULTIVEEFRKAB","DUKE","24-JAN-04",""
"Roquette des jardins (Fr.;KAB)","2382","ROQUETTEDESJARDINSFRKAB","DUKE","24-JAN-04",""
"Roquette vraie (Fr.; BOU)","2382","ROQUETTEVRAIEFRBOU","DUKE","24-JAN-04",""
"Rouka (Arab.; BOU)","2382","ROUKAARABBOU","DUKE","24-JAN-04",""
"Ruca (Catalan; KAB)","2382","RUCACATALANKAB","DUKE","24-JAN-04",""
"Rucheta (Malta; KAB)","2382","RUCHETAMALTAKAB","DUKE","24-JAN-04",""
"Sahwan (Nwp.; KAB)","2382","SAHWANNWPKAB","DUKE","24-JAN-04",""
"Sarishapa (Sansk.; KAB)","2382","SARISHAPASANSKKAB","DUKE","24-JAN-04",""
"Sarshapa (Sansk.; KAB)","2382","SARSHAPASANSKKAB","DUKE","24-JAN-04",""
"Sfed sarson (Hindi; MPI)","2382","SFEDSARSONHINDIMPI","DUKE","24-JAN-04",""
"Shiltam (Arab.; BOU)","2382","SHILTAMARABBOU","DUKE","24-JAN-04",""
"Shwetsursha (Bengal; SKJ)","2382","SHWETSURSHABENGALSKJ","DUKE","24-JAN-04",""
"Siddartha (Sansk.; DEP; SKJ)","2382","SIDDARTHASANSKDEPSKJ","DUKE","24-JAN-04",""
"Sidhaprayojana (Sansk.; KAB)","2382","SIDHAPRAYOJANASANSKKAB","DUKE","24-JAN-04",""
"Sidharta (Sansk.; KAB)","2382","SIDHARTASANSKKAB","DUKE","24-JAN-04",""
"Suffed shorshi (Bengal; DEP)","2382","SUFFEDSHORSHIBENGALDEP","DUKE","24-JAN-04",""
"Tanakfail (Berber; BOU)","2382","TANAKFAILBERBERBOU","DUKE","24-JAN-04",""
"Tantubha (Sansk.; KAB)","2382","TANTUBHASANSKKAB","DUKE","24-JAN-04",""
"Tantuka (Sansk.; KAB)","2382","TANTUKASANSKKAB","DUKE","24-JAN-04",""
"Tara (Nwp.; Punjab; KAB; SKJ)","2382","TARANWPPUNJABKABSKJ","DUKE","24-JAN-04",""
"Thorfel (Berber; BOU)","2382","THORFELBERBERBOU","DUKE","24-JAN-04",""
"Tira (Nwp.; DEP; KAB)","2382","TIRANWPDEPKAB","DUKE","24-JAN-04",""
"Tuverika (Sansk.; KAB)","2382","TUVERIKASANSKKAB","DUKE","24-JAN-04",""
"Ugragandha (Sansk.; KAB)","2382","UGRAGANDHASANSKKAB","DUKE","24-JAN-04",""
"American-ivy","2383","AMERICANIVY","DUKE","23-FEB-04",""
"Five-leaf-ivy","2383","FIVELEAFIVY","DUKE","23-FEB-04",""
"Virginia-creeper","2383","VIRGINIACREEPER","DUKE","23-FEB-04",""
"Woodbine","2383","WOODBINE","DUKE","23-FEB-04",""
"Amerika-zuta (Jap.)","2383","AMERIKAZUTAJAP","DUKE","23-FEB-04",""
"test","413","TEST","DUKE","11-AUG-05",""
"Camo Camo (Peru)","1241","CAMOCAMOPERU","DUKE","12-DEC-05",""
"Araza de Agua (Sp.)","1241","ARAZADEAGUASP","DUKE","12-DEC-05",""
"Camu-camu Negro (Peru)","1241","CAMUCAMUNEGROPERU","DUKE","12-DEC-05",""
"Guapuro Blanco (Bol.)","1241","GUAPUROBLANCOBOL","DUKE","12-DEC-05",""
"Maca","2388","MACA","DUKE","15-MAR-08","15-MAR-08"
"Peruvian Ginseng","2388","PERUVIANGINSENG","DUKE","15-MAR-08",""
